Sl No,Name of Candidate,COURSE,Email,Ph
1673, Arun .K.K,EDGE .NET,khanhquynh_doan@gmail.com,9889513672
1674, Aby John,EDGE .NET,khanhgiang_lam59@yahoo.com,9889513673
1675, Sameer Salim,EDGE .NET,lequynh63@yahoo.com,9889513674
1676, Sameena Kabir,EDGE .NET,tunglinh66@yahoo.com,9889513675
1677, Vivek .R,EDGE .NET,thunga.ho@hotmail.com,9889513676
1678, Shirine Mohammed,EDGE-INFRA,phinhan_phung@hotmail.com,9889513677
1679, Sagorika Pal,EDGE-INFRA,baotoan.vu87@yahoo.com,9889513678
1680, Anil M.Johnson,EDGE-INFRA,tichduc_dang@gmail.com,9889513679
1681, Harline .P .Thomas,EDGE-INFRA,hamy.hoang29@hotmail.com,9889513680
1682, George Abraham .E,EDGE-INFRA,ducthang.dinh@gmail.com,9889513681
1683, Sreejith .R .C,EDGE-INFRA,phuongvu82@gmail.com,9889513682
1684, Balu .P .V,EDGE-INFRA,thanhthien_vuong@gmail.com,9889513683
1685, Suneeth John Varghese,EDGE-INFRA,ducthangi.dinh@gmail.com,9889513684
